0,13933.081387003
5,12059.0289066695
10,10332.42566002595
15,9080.482315021492
20,8074.37235780118
25,7313.976093708123
30,6807.857791845257
35,6371.3192936144
40,6058.795525603927
45,5798.53126469405
50,5621.530439049231
55,5417.28220058957
60,5300.603627399295
65,5172.533964988307
70,5079.735596208409
75,4987.045415375236
80,4906.032515965264
85,4845.003658924518
90,4769.332154347882
95,4718.374242171413
100,4654.81920970597
105,4621.660718087741
110,4584.869073986372
115,4554.6834049794925
120,4516.897437946082
125,4490.836483967629
130,4458.275694996139
135,4430.696125032844
140,4410.702124583638
145,4383.208494042172
150,4364.707626745361
155,4342.161234387049
160,4325.399313211905
165,4304.193802798006
170,4287.099686458265
175,4268.100046131153
180,4254.029163963142
185,4234.610535685056
190,4225.194669089366
195,4210.965364608276
200,4197.122652137992
205,4185.831454087687
210,4174.867048088827
215,4162.457385605389
220,4154.515092189114
225,4144.979818824633
230,4128.2346211260165
235,4118.332091870837
240,4109.600474157551
245,4105.202617600406
250,4094.4061469479298
255,4087.475177270783
260,4080.952572724098
265,4074.9968963623373
270,4067.92146884702
275,4060.9933574559627
280,4051.7800827488436
285,4045.102375022111
290,4040.213258115644
295,4034.9689185092766
300,4031.3611646057666
305,4027.1689536699387
310,4021.6033860297393
315,4019.3815743830155
320,4012.1170390861057
325,4007.2624828527464
330,4003.903563814765
335,3999.4735179297786
340,3997.723395568047
345,3993.8752240036606
350,3988.836312981315
355,3986.7270772210404
360,3985.347946237139
365,3983.351028577654
370,3983.045959888259
375,3982.1066111117407
380,3981.2407540816616
385,3981.205732973536
390,3979.7599675835045
395,3979.4048991736936
400,3978.7300312336156
